vehicle_id,vehicle_type,brand,model,fuel_type,color,vehicle_category,spec_note,seats_or_power,daily_rental_usd,available_units,condition,shop_id,shop_name,city,district,address,lat,lng
CAR_0014,car,Ferrari,F8 Tributo,Petrol,Brown,Ultra-Luxury,710.0 hp | 340.0 km/h top speed,2.0 seats,222.0,2,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0015,car,Ferrari,F8 Tributo,Petrol,Green,Ultra-Luxury,710.0 hp | 340.0 km/h top speed,2.0 seats,225.0,4,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0015,car,Ferrari,F8 Tributo,Petrol,Green,Ultra-Luxury,710.0 hp | 340.0 km/h top speed,2.0 seats,221.0,2,Fair,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0016,car,Ferrari,812 Gts,Petrol,Blue,Ultra-Luxury,789.0 hp | 340.0 km/h top speed,2.0 seats,283.0,1,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0017,car,Ferrari,Portofino,Petrol,Brown,Ultra-Luxury,592.0 hp | 320.0 km/h top speed,2.0 seats,165.0,4,Excellent,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0017,car,Ferrari,Portofino,Petrol,Brown,Ultra-Luxury,592.0 hp | 320.0 km/h top speed,2.0 seats,167.0,4,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0018,car,Ferrari,Portofino,Petrol,Red,Ultra-Luxury,592.0 hp | 320.0 km/h top speed,2.0 seats,172.0,1,Excellent,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0018,car,Ferrari,Portofino,Petrol,Red,Ultra-Luxury,592.0 hp | 320.0 km/h top speed,2.0 seats,170.0,3,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0019,car,Ferrari,Portofino,Petrol,Black,Ultra-Luxury,592.0 hp | 320.0 km/h top speed,2.0 seats,166.0,2,Fair,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0020,car,Ferrari,Roma,Petrol,Orange,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,189.0,3,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0021,car,Ferrari,Monza Sp2,Petrol,Red,Ultra-Luxury,789.0 hp | 340.0 km/h top speed,2.0 seats,1364.0,3,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0021,car,Ferrari,Monza Sp2,Petrol,Red,Ultra-Luxury,789.0 hp | 340.0 km/h top speed,2.0 seats,1357.0,2,Excellent,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0022,car,Ferrari,F8 Spider,Petrol,Grey,Ultra-Luxury,710.0 hp | 340.0 km/h top speed,2.0 seats,222.0,1,Excellent,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0022,car,Ferrari,F8 Spider,Petrol,Grey,Ultra-Luxury,710.0 hp | 340.0 km/h top speed,2.0 seats,228.0,3,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0023,car,Ferrari,Portofino M,Petrol,White,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,173.0,1,Excellent,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0024,car,Ferrari,Portofino M,Petrol,Grey,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,176.0,1,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0024,car,Ferrari,Portofino M,Petrol,Grey,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,172.0,4,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0025,car,Ferrari,Portofino M,Petrol,Brown,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,176.0,4,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0025,car,Ferrari,Portofino M,Petrol,Brown,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,180.0,2,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0026,car,Ferrari,Roma Spider,Petrol,Red,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,197.0,3,Fair,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0026,car,Ferrari,Roma Spider,Petrol,Red,Ultra-Luxury,612.0 hp | 320.0 km/h top speed,2.0 seats,196.0,4,Excellent,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0027,car,Toyota,Gr Supra,Petrol,Blue,Mid-Range,382.0 hp | 250.0 km/h top speed,2.0 seats,78.0,3,Excellent,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
CAR_0028,car,Toyota,Gr Supra,Petrol,Grey,Mid-Range,382.0 hp | 250.0 km/h top speed,2.0 seats,81.0,2,Excellent,SHOP_010,West Lake Wheels,Hanoi,Cau Giay,"88 Xuan Thuy, Cau Giay, Hanoi",21.0388,105.7914
CAR_0028,car,Toyota,Gr Supra,Petrol,Grey,Mid-Range,382.0 hp | 250.0 km/h top speed,2.0 seats,77.0,1,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0028,car,Toyota,Gr Supra,Petrol,Grey,Mid-Range,382.0 hp | 250.0 km/h top speed,2.0 seats,77.0,1,Good,SHOP_002,DriveVN Premium,Ho Chi Minh City,Binh Thanh,"48 Dien Bien Phu, Binh Thanh, HCMC",10.8028,106.715
CAR_0029,car,Toyota,Gr Supra,Petrol,Red,Mid-Range,382.0 hp | 250.0 km/h top speed,2.0 seats,81.0,3,Fair,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0030,car,Toyota,Toyota 86,Petrol,Brown,Budget,205.0 hp | 226.0 km/h top speed,2.0 seats,54.0,4,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0031,car,Toyota,Toyota  Gr86,Petrol,Orange,Mid-Range,228.0 hp | 226.0 km/h top speed,4.0 seats,48.0,2,Excellent,SHOP_008,Capital Drive VN,Hanoi,Ba Dinh,"56 Doi Can, Ba Dinh, Hanoi",21.036,105.834
CAR_0031,car,Toyota,Toyota  Gr86,Petrol,Orange,Mid-Range,228.0 hp | 226.0 km/h top speed,4.0 seats,41.0,4,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0032,car,Toyota,Toyota Land Cruiser,Diesel,Yellow,Luxury,381.0 hp | 220.0 km/h top speed,7.0 seats,84.0,1,Excellent,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0032,car,Toyota,Toyota Land Cruiser,Diesel,Yellow,Luxury,381.0 hp | 220.0 km/h top speed,7.0 seats,81.0,3,Excellent,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
CAR_0033,car,Toyota,Toyota Sequoia,Petrol,Orange,Mid-Range,381.0 hp | 200.0 km/h top speed,7.0 seats,72.0,4,Good,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0034,car,Toyota,Toyota Sequoia,Petrol,Grey,Mid-Range,381.0 hp | 200.0 km/h top speed,7.0 seats,72.0,4,Good,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
CAR_0034,car,Toyota,Toyota Sequoia,Petrol,Grey,Mid-Range,381.0 hp | 200.0 km/h top speed,7.0 seats,79.0,1,Fair,SHOP_008,Capital Drive VN,Hanoi,Ba Dinh,"56 Doi Can, Ba Dinh, Hanoi",21.036,105.834
CAR_0035,car,Toyota,Toyota Sequoia,Petrol,Blue,Mid-Range,381.0 hp | 200.0 km/h top speed,7.0 seats,71.0,1,Excellent,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
CAR_0035,car,Toyota,Toyota Sequoia,Petrol,Blue,Mid-Range,381.0 hp | 200.0 km/h top speed,7.0 seats,79.0,2,Good,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0035,car,Toyota,Toyota Sequoia,Petrol,Blue,Mid-Range,381.0 hp | 200.0 km/h top speed,7.0 seats,74.0,4,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
CAR_0036,car,Nissan,Gt-R,Petrol,Grey,Luxury,600.0 hp | 315.0 km/h top speed,4.0 seats,117.0,2,Fair,SHOP_002,DriveVN Premium,Ho Chi Minh City,Binh Thanh,"48 Dien Bien Phu, Binh Thanh, HCMC",10.8028,106.715
CAR_0036,car,Nissan,Gt-R,Petrol,Grey,Luxury,600.0 hp | 315.0 km/h top speed,4.0 seats,108.0,4,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0037,car,Nissan,370Z,Petrol,Blue,Mid-Range,332.0 hp | 250.0 km/h top speed,2.0 seats,43.0,4,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
CAR_0037,car,Nissan,370Z,Petrol,Blue,Mid-Range,332.0 hp | 250.0 km/h top speed,2.0 seats,42.0,2,Excellent,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
CAR_0038,car,Nissan,Z Proto,Petrol,Red,Mid-Range,400.0 hp | 290.0 km/h top speed,2.0 seats,62.0,1,Good,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
CAR_0038,car,Nissan,Z Proto,Petrol,Red,Mid-Range,400.0 hp | 290.0 km/h top speed,2.0 seats,56.0,4,Good,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0038,car,Nissan,Z Proto,Petrol,Red,Mid-Range,400.0 hp | 290.0 km/h top speed,2.0 seats,56.0,1,Good,SHOP_008,Capital Drive VN,Hanoi,Ba Dinh,"56 Doi Can, Ba Dinh, Hanoi",21.036,105.834
CAR_0039,car,Nissan,Altima,Petrol,Grey,Budget,188.0 hp | 225.0 km/h top speed,5.0 seats,51.0,2,Fair,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0040,car,Nissan,Altima,Petrol,Yellow,Budget,188.0 hp | 225.0 km/h top speed,5.0 seats,54.0,2,Excellent,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0041,car,Nissan,Altima,Petrol,Green,Budget,188.0 hp | 225.0 km/h top speed,5.0 seats,46.0,3,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0041,car,Nissan,Altima,Petrol,Green,Budget,188.0 hp | 225.0 km/h top speed,5.0 seats,47.0,3,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
CAR_0041,car,Nissan,Altima,Petrol,Green,Budget,188.0 hp | 225.0 km/h top speed,5.0 seats,48.0,2,Good,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
CAR_0042,car,Nissan,Maxima,Petrol,Silver,Mid-Range,300.0 hp | 240.0 km/h top speed,5.0 seats,51.0,1,Excellent,SHOP_008,Capital Drive VN,Hanoi,Ba Dinh,"56 Doi Can, Ba Dinh, Hanoi",21.036,105.834
CAR_0042,car,Nissan,Maxima,Petrol,Silver,Mid-Range,300.0 hp | 240.0 km/h top speed,5.0 seats,52.0,1,Excellent,SHOP_002,DriveVN Premium,Ho Chi Minh City,Binh Thanh,"48 Dien Bien Phu, Binh Thanh, HCMC",10.8028,106.715
CAR_0043,car,Nissan,Sentra,Petrol,Orange,Budget,149.0 hp | 200.0 km/h top speed,5.0 seats,37.0,3,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0043,car,Nissan,Sentra,Petrol,Orange,Budget,149.0 hp | 200.0 km/h top speed,5.0 seats,44.0,1,Good,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0043,car,Nissan,Sentra,Petrol,Orange,Budget,149.0 hp | 200.0 km/h top speed,5.0 seats,39.0,2,Fair,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
CAR_0044,car,Nissan,Rogue,Petrol,Grey,Budget,201.0 hp | 200.0 km/h top speed,5.0 seats,58.0,1,Good,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
CAR_0044,car,Nissan,Rogue,Petrol,Grey,Budget,201.0 hp | 200.0 km/h top speed,5.0 seats,60.0,1,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0044,car,Nissan,Rogue,Petrol,Grey,Budget,201.0 hp | 200.0 km/h top speed,5.0 seats,54.0,1,Good,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0045,car,Nissan,Rogue,Petrol,Silver,Budget,201.0 hp | 200.0 km/h top speed,5.0 seats,54.0,2,Good,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
CAR_0045,car,Nissan,Rogue,Petrol,Silver,Budget,201.0 hp | 200.0 km/h top speed,5.0 seats,53.0,3,Fair,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0046,car,Nissan,Rogue,Petrol,Yellow,Budget,201.0 hp | 200.0 km/h top speed,5.0 seats,60.0,1,Excellent,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0046,car,Nissan,Rogue,Petrol,Yellow,Budget,201.0 hp | 200.0 km/h top speed,5.0 seats,57.0,3,Excellent,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
CAR_0047,car,Nissan,Pathfinder,Petrol,Black,Mid-Range,284.0 hp | 225.0 km/h top speed,7.0 seats,51.0,2,Good,SHOP_008,Capital Drive VN,Hanoi,Ba Dinh,"56 Doi Can, Ba Dinh, Hanoi",21.036,105.834
CAR_0048,car,Nissan,Frontier,Petrol,Silver,Mid-Range,310.0 hp | 180.0 km/h top speed,5.0 seats,47.0,4,Excellent,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
CAR_0049,car,Nissan,Titan,Petrol,Green,Mid-Range,400.0 hp | 200.0 km/h top speed,5.0 seats,56.0,2,Excellent,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
CAR_0050,car,Aston Martin,Valkyrie,Hybrid,Green,Ultra-Luxury,1160.0 hp | 402.0 km/h top speed,2.0 seats,2561.0,2,Fair,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0050,car,Aston Martin,Valkyrie,Hybrid,Green,Ultra-Luxury,1160.0 hp | 402.0 km/h top speed,2.0 seats,2556.0,3,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0051,car,Aston Martin,Valhalla,Hybrid,White,Ultra-Luxury,1000.0 hp | 362.0 km/h top speed,2.0 seats,884.0,2,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0052,car,Aston Martin,Dbs Superleggera,Petrol,Red,Ultra-Luxury,715.0 hp | 340.0 km/h top speed,2.0 seats,249.0,4,Good,SHOP_005,Luxe Drive Saigon,Ho Chi Minh City,District 7,"15 Nguyen Luong Bang, District 7, HCMC",10.7289,106.7218
CAR_0052,car,Aston Martin,Dbs Superleggera,Petrol,Red,Ultra-Luxury,715.0 hp | 340.0 km/h top speed,2.0 seats,257.0,2,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0053,car,Aston Martin,Db11,Petrol,Yellow,Ultra-Luxury,600.0 hp | 322.0 km/h top speed,4.0 seats,170.0,1,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
CAR_0054,car,Aston Martin,Vantage,Petrol,Orange,Luxury,503.0 hp | 313.0 km/h top speed,2.0 seats,146.0,4,Good,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
CAR_0054,car,Aston Martin,Vantage,Petrol,Orange,Luxury,503.0 hp | 313.0 km/h top speed,2.0 seats,140.0,1,Fair,SHOP_008,Capital Drive VN,Hanoi,Ba Dinh,"56 Doi Can, Ba Dinh, Hanoi",21.036,105.834
CAR_0054,car,Aston Martin,Vantage,Petrol,Orange,Luxury,503.0 hp | 313.0 km/h top speed,2.0 seats,146.0,4,Good,SHOP_010,West Lake Wheels,Hanoi,Cau Giay,"88 Xuan Thuy, Cau Giay, Hanoi",21.0388,105.7914
CAR_0055,car,Aston Martin,Vantage,Petrol,Silver,Luxury,503.0 hp | 313.0 km/h top speed,2.0 seats,145.0,4,Good,SHOP_011,Noi Bai Connect Rentals,Hanoi,Long Bien,"15 Nguyen Van Cu, Long Bien, Hanoi",21.0457,105.8897
